V1,V2
awesom book next christma vacatinn decemb way want devalu mileag plus,1
good number call speak someon can fix peopl luggag saturday,0
thank u secur room night thx help custom servic rep n dorn thank can u goodenoughmoth,1
damn bag,0
well someon tell employe denver baggag claim still bag,0
divert miss connect flight just told bag way msi peopl care,0
male agnt las threaten canadian cust cust take pic gate agent announc help rebook friendlyski,0
just want go home tonight cancel flight last leg reserv w permiss phrps,0
stress rude agent overwhelm delyd flight lasden yell sever peopl pretti friendlyski,0
land boston last night hour travel rough tho,0
fail cancel flightl flight frm gjt use reserv home iah sea reflight book problem w permiss phrps,0
made fli list airlin wait connector late flight stuck iah,0
also mere fact go onlin issu statement vice call talk direct one good exampl,0
thank flew newark vaileagl,1
weekend deal compani say otherwis,0
now httptcohpsqvrjk flight gone got plane businesstravel goodenoughmoth,0
proper respons sorri wait flight can look issu handl,0
custom servic terribl stood inlin hour flight hour late flightr still bagdisgutedindenv,0
inadequ accid,0
denver intern airport,1
thank respond quick help tool,1
board time show min gate agent start show check bag httptcozcbjyolsn,0
agent las let custom know help rebook delay flight den unfriendlyski httptcoquzvmkrtr,0
empath w disappoint stclass flight wnonwork entertainmnt worth unfriendlyski httptcoloecogmvd,0
work,0
search mileag ticket bom find singl one saver award see play earn mile use,0
flight arriv minut earli wait hour bag,0
issu fact one even call despit promis confirm bag locat,0
still wait hear back wallet stolen one plane appreci resolut,0
lost baggage¡­ heard differ thing differ employe said noth,0
cs think mile can repair damag done interest travel exp worst flight ever,0
sign notif first trip updat sure happen,0
thank took care everyth made right experi use open app find flight chang,1
line respons now wait tomorrow morn flight overbook,0
took exact aircraft lax day ago fit problem agent today told nonsens polici chang,0
help agent club help just baggag fee night lifestop busi,0
never heard httptcoqdebyahqfm,0
charg ticket chang fee incur mysteri cost incur,0
exhaust amp frustrat link fb post abt travel issu,0
deni get plane wo get chanc prove fit rooki read bio,0
exact point fit premier access board group return ticket yrs,1
never experienc worst custom servic place blame codeshar partner assum respons unaccept,0
current board now check terribl staff rude expens luggag thrown around etc,0
fuck void ticket kept money even apolog never fli airlin unitedairlin,0
worst custom svcs kevin rep call center must investig baggag lost help argument,0
sell ticket httptcoonhxhcobk terribl servic ua staff reach silver,0
just got demot gold cuz hubbi got pqd tho enuf spent goldsspousaldiscriminationangri,0
thank,1
favorit way travel thank httptcovgnxckg,1
yes lot terribl custom servic newark despit rais complaint ignor henc tweet,0
love new plane lga ord power outlet,0
tweet id number reveal home address anyon web,0
file delay bag report saturday flight cancel flightl never went anywher,0
need land can ewr baggag claim file sent employe droppeditoffyet,0
rare ceas amaz wors hope last time fli,0
icloud yet pleas help,0
respons back,0
atroci custom servic,0
albanyairport delay departur check bag gate claim space fill walk open space delay poorcustomerservic,0
cancel flight flight reason amp now phone hour vacat,0
respons shake head back forth tsk can better custom servic apolog,0
cours bag now frustrat,0
worst avoid like plagu,0
worst airlin world,0
someon need dm resolv correct extrem disappoint servic receiv terribl manag,0
premier gold desk chang flight waiv fee give wrong flight now jana acosta salt lake refus servic angri,0
give one thing consist unfortun consist job well alwaysdelayedonunit,0
right now angri,0
first time fli unit also last time terribl back branson virginatlant unitedairlin,0
use commit continentalairlin flyer merger rememb now switch communicationfail,0
least offer ticket coach instead just cancel flight reserv glitch notfair,0
say made flight poornoncommun unaccount lost time amp lot frustrat flyer stand around,0
think dm better,0
gate announc state delay due mainten yet app say late flight arriv aircraft tell truth,0
easili worst compani ever experienc lost someon person possess amp care less,0
can app show arriv aircraft earli depart flight delay due late flight arriv aircraft,0
alreadi airport hrs late flightr still guy realli kill today tri stay posit,0
unit servic level reach etihad let realist lufthansa ill consid,0
realli someon call sick someon forgot call replac now hour late flight take theworst,0
ask flight attend typic compens amp say might get free tv unaccept,0
disappoint today simpli put rather unpleas thing current flight delay cant wait just get home,0
round trip nonenglish speak friend strand twice hour time staff member rude,0
found group peopl actual hate peopl isi that right unit airlin,0
nope walk amp orf termin amp unit agent found show last minut board us mani panick peopl,0
thank,1
time final get dalla driven less frustrat cheaper,0
tri get final destin need compens just hrs person time wast,0
guy realli custom servic clue spent effort clear bin rollerboard instead art project mine,0
prioriti iov,1
pleas premier platinum,1
can put bag plane seattl flight wait line talk someon bag status matter,0
hahaha american compani say great sarcasm,0
think actual like screen,0
appar ask peopl board plane can big miscalcul made,0
shame choos unit may differ reunit age friend never see poorservic,0
just check status claim go month attent upset,0
flight delay due mainten lit caus miss connect iah msi can help,0
unitedairlin pls fix aspenbaggagefail issu pay way aspen flight cancel flight left us cold den,0
read bio see work never encount airlin disappoint understat,0
custom care email phone rep can speak mani issu place charact,0
thank ¡° can certain take look pleas follow dm confirm number assist jh¡±,1
process recov car rental condo rental florida call unit altern flight noanswer,0
thank listen definit person line thought absurd,1
wait tarmac gthr appar ua overweight amp return gate wtf fb,0
thank mention board ask other person measur bag anoth woman men ask,0
leav tarmac unit gate agent agre head count min now count peopl max epicfailunit,0
real dedic amp concern apolog fix issu miser issu past mos,0
block dming rather complain public forum,0
ok just submit thank opportun give feedback,1
big thank ms winston assist phone baggag claim issu today realli went extra mile,1
soon done articl thank tom,1
book flight charg twice mean redeem cc point proper gone elsewher,0
ton problem get bag given run around day what,0
pedophil airlin split yr old daughter row apart flight boston,0
wait day militari bag airport hour away horribl,0
arriv minut earli nice equip readi wait minut luggag far time gain wipe,0
musician real dirti lax never block get flight bass,0
rebook now line peopl deep,0
yes said took hour,0
whose pay actual fli k year deserv better servic cc holder,0
ok thank help,1
happi flyer ua flight sfo cleveland sunday stay tune blog articl httptcovdfdodqvgx,0
flight plane sfo den basic time,1
thank just program comment system assign seat behind even though pair avail chang back,1
min delay flt sfo load pax make sens strand mani us overnight ord due miss cnxns,0
head check bag check arriv claim s peopl bag httptcodplqmhqgd,0
must drone ¡° understand frustrat bag team work hard get bag,0
chang made just hour someth taken second onlin thrill love agent though,0
flight attend doesn¡¯t understand understand english doesn¡¯t mean deaf stop yell english slowli,0
appropri ask public henc dm unit employe new answer process hassl cancel flight,0
well big terribl high expect point,0
